C1,Room,Pointname,Acronym,Point
Point List,,,,
Location:,Cornell University / Biotech Server / Biotech,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
report_progress_step(),,,,
Location,Control Program,Name,Type,Path
/Cornell University/Biotech Server/Biotech/Biotech Building Performance/Airflow Performance,,,,
,"Biotech ACS-1, 2, and 3 Performance",,,
,,Non-Lab Setback Count,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_non-lab_setback_count_8
,,Total Zone Exhaust Airflow #1,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_1
,,Total Zone Exhaust Airflow #2,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_2
,,Total Zone Exhaust Airflow #3,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_3
,,Total Zone Exhaust Airflow #4,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_4
,,Total Zone Exhaust Airflow #5,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_5
,,Total Zone Exhaust Airflow #6,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_6
,,Total Zone Exhaust Airflow #7,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_7
,,Total Zone Exhaust Airflow #8,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_8
,,Total Zone Exhaust Airflow #9,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_9
,,Total Zone Exhaust Airflow #10,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_10
,,Total Zone Exhaust Airflow #11,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_11
,,Total Zone Exhaust Airflow #12,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_12
,,Total Zone Exhaust Airflow #13,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_13
,,Total Zone Exhaust Airflow #14,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_eflow_tot_14
,,Total Zone Supply Airflow #1,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_1
,,Total Zone Supply Airflow #2,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_2
,,Total Zone Supply Airflow #3,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_3
,,Total Zone Supply Airflow #4,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_4
,,Total Zone Supply Airflow #5,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_5
,,Total Zone Supply Airflow #6,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_6
,,Total Zone Supply Airflow #7,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_7
,,Total Zone Supply Airflow #8,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_8
,,Total Zone Supply Airflow #9,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_9
,,Total Zone Supply Airflow #10,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_10
,,Total Zone Supply Airflow #11,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_11
,,Total Zone Supply Airflow #12,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_12
,,Total Zone Supply Airflow #13,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_13
,,Total Zone Supply Airflow #14,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_sflow_tot_14
,,Unocc Min Zone Exhaust Airflow #1,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_1
,,Unocc Min Zone Exhaust Airflow #2,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_2
,,Unocc Min Zone Exhaust Airflow #3,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_3
,,Unocc Min Zone Exhaust Airflow #4,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_4
,,Unocc Min Zone Exhaust Airflow #5,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_5
,,Unocc Min Zone Exhaust Airflow #6,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_6
,,Unocc Min Zone Exhaust Airflow #7,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_7
,,Unocc Min Zone Exhaust Airflow #8,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_8
,,Unocc Min Zone Exhaust Airflow #9,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_9
,,Unocc Min Zone Exhaust Airflow #10,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_10
,,Unocc Min Zone Exhaust Airflow #11,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_11
,,Unocc Min Zone Exhaust Airflow #12,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_12
,,Unocc Min Zone Exhaust Airflow #13,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_13
,,Unocc Min Zone Exhaust Airflow #14,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_eflow_14
,,Unocc Min Zone Supply Airflow #1,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_1
,,Unocc Min Zone Supply Airflow #2,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_2
,,Unocc Min Zone Supply Airflow #3,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_3
,,Unocc Min Zone Supply Airflow #4,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_4
,,Unocc Min Zone Supply Airflow #5,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_5
,,Unocc Min Zone Supply Airflow #6,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_6
,,Unocc Min Zone Supply Airflow #7,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_7
,,Unocc Min Zone Supply Airflow #8,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_8
,,Unocc Min Zone Supply Airflow #9,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_9
,,Unocc Min Zone Supply Airflow #10,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_10
,,Unocc Min Zone Supply Airflow #11,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_11
,,Unocc Min Zone Supply Airflow #12,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_12
,,Unocc Min Zone Supply Airflow #13,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_13
,,Unocc Min Zone Supply Airflow #14,POLLTOT,#biotech_acs-1_2_and_3_rollup/in_unocc_min_zn_sflow_14
/Cornell University/Biotech Server/Biotech/Biotech Building Performance,,,,
,Building Performance Summary,,,
,,AHU Exhaust Airflow,BAV,#biotech_building_performance_summary/ahu_exhaust_airflow_av
,,AHU Outside Airflow,BAV,#biotech_building_performance_summary/ahu_outside_airflow_av
,,AHU Supply Airflow,BAV,#biotech_building_performance_summary/ahu_supply_airflow_av
,,CHW ENERGY,BAV,#biotech_building_performance_summary/chw_energy_av
,,Electric ENERGY,BAV,#biotech_building_performance_summary/electric_energy_av
,,Hood Count,BAV,#biotech_building_performance_summary/hood_count_av
,,Hoods Open,BAV,#biotech_building_performance_summary/hoods_open_av
,,Hoods Open Percent,BAV,#biotech_building_performance_summary/hoods_open_percent_av
,,Lab Occupied Actual,BAV,#biotech_building_performance_summary/lab_occupied_actual_av
,,LabSchedule,BAV,#biotech_building_performance_summary/lab_schedule_av
,,Lab Schedule Count,BAV,#biotech_building_performance_summary/lab_schedule_count_av
,,Non-Lab Percent Occupied,BAV,#biotech_building_performance_summary/non-lab_percent_occ_av
,,Non-LabSchedule,BAV,#biotech_building_performance_summary/non-lab_schedule_av
,,Non-Lab Schedule Count,BAV,#biotech_building_performance_summary/non-lab_schedule_count_av
,,Steam ENERGY,BAV,#biotech_building_performance_summary/steam_energy_av
,,AHU Exhaust Airflow,POLLTOT,#biotech_building_performance_summary/in_ahu_exhaust_airflow_1
,,AHU Outside Airflow,POLLTOT,#biotech_building_performance_summary/in_ahu_outside_airflow_1
,,AHU Supply Airflow,POLLTOT,#biotech_building_performance_summary/in_ahu_supply_airflow_1
,,CHW Meter,ANI,#biotech_building_performance_summary/chw_meter
,,Electric Meter,ANI,#biotech_building_performance_summary/electric_meter
,,Hood Count,POLLTOT,#biotech_building_performance_summary/in_hood_count_1
,,Hoods Open,POLLTOT,#biotech_building_performance_summary/in_hoods_open_1
,,Lab Schedule Active,POLLTOT,#biotech_building_performance_summary/in_lab_schedule_active_1
,,Lab Schedule Count,POLLTOT,#biotech_building_performance_summary/in_lab_schedule_count_1
,,Non-Lab Schedule Active,POLLTOT,#biotech_building_performance_summary/in_non-lab_schedule_active_1
,,Non-Lab Schedule Count,POLLTOT,#biotech_building_performance_summary/in_non-lab_schedule_count_1
,,Steam Meter,ANI,#biotech_building_performance_summary/steam_meter
,Outside Air Flow Stations,,,
,,AFS Totals,BAV,#utility_metering_integration/afs_tot
,,AFS-1,ANI,#utility_metering_integration/afs1
,,AFS-2,ANI,#utility_metering_integration/afs2
,,AFS-3,ANI,#utility_metering_integration/afs3
,,AFS-4,ANI,#utility_metering_integration/afs4
,,AFS-5,ANI,#utility_metering_integration/afs5
,,AFS-6,ANI,#utility_metering_integration/afs6
,CW Metering,,,
,,Conversion Constant,BAV,#copy_of_cw_metering/energy_conversion
,,Instant Demand,BAV,#copy_of_cw_metering/btu_demand
,,Instant Demand,BAV,#copy_of_cw_metering/inst_demand_chw
,,Peak MTD,BAV,#copy_of_cw_metering/peak_mtd_chw
,,Peak Today,BAV,#copy_of_cw_metering/peak_today_chw
,,Peak YTD,BAV,#copy_of_cw_metering/peak_ytd_chw
,,Prev Day Peak Dmnd,BAV,#copy_of_cw_metering/peak_prev_day_chw
,,Prev Day Usage,BAV,#copy_of_cw_metering/use_prev_day_chw
,,Prev Month Peak,BAV,#copy_of_cw_metering/peak_prev_month_chw
,,Prev Month Usage,BAV,#copy_of_cw_metering/use_prev_month_chw
,,Prev Year Peak,BAV,#copy_of_cw_metering/peak_prev_year_chw
,,Prev Year Usage,BAV,#copy_of_cw_metering/use_prev_year_chw
,,Usage MTD,BAV,#copy_of_cw_metering/use_mtd_chw
,,Usage Today,BAV,#copy_of_cw_metering/use_today_chw
,,Usage YTD,BAV,#copy_of_cw_metering/use_ytd_chw
,,IN_FAIL,BALM,#copy_of_cw_metering/input_fail
,,Tons,ANI,#copy_of_cw_metering/m082
,Hood Sash Positions Gnd through Fourth Floor,,,
,,Low Level alarm time Delay,BAV,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/ll_occ_alr_td
,,Low Level sash height trip,BAV,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1150
,,141 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m129
,,143 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m337
,,147B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m340
,,147 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m338
,,153B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m342
,,153 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m341
,,155 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m343
,,160 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m344
,,203B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m346
,,203 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m345
,,209B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m348
,,209 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m347
,,217B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m350
,,217 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m349
,,218 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m351
,,221B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m353
,,221 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m352
,,227B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m355
,,227 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m354
,,233B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m357
,,233 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m356
,,241B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m359
,,241 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m358
,,245B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m361
,,245 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m360
,,253B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m363
,,253 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m362
,,257B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m365
,,257 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m364
,,260B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m367
,,260 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m366
,,267B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m369
,,267 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m368
,,303B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m371
,,303 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m370
,,309B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m373
,,309 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m372
,,317B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m375
,,317 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m374
,,318 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m376
,,321B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m378
,,321 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m377
,,327B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m380
,,327 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m379
,,333B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m382
,,333 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m381
,,341B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m384
,,341 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m383
,,345B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m386
,,345 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m385
,,353B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m388
,,353 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m387
,,357B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m390
,,357 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m389
,,360B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m392
,,360 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m391
,,367B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m394
,,367 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m393
,,403B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m397
,,403 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m396
,,409B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m399
,,409 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m398
,,417B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m401
,,417 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m400
,,418 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m402
,,421B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m404
,,421 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m403
,,427B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m406
,,427 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m405
,,433B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m408
,,433 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m407
,,441B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m410
,,441 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m409
,,445B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m412
,,445 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m411
,,453B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m414
,,453 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m413
,,457B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m416
,,457 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m415
,,460B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m418
,,460 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m417
,,467B SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m420
,,467 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m419
,,G54 SASH,ANI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m336
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m025
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m101
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1010
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1024
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1038
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1052
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1066
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1080
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1094
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1108
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1122
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1136
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1152
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1178
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1192
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1206
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1220
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1234
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1248
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1262
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1276
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1290
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m130
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1304
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1318
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1332
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1346
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1360
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m1374
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m144
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m158
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m172
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m186
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m200
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m214
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m241
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m255
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m269
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m283
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m297
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m310
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m325
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m422
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m436
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m450
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m464
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m478
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m492
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m506
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m520
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m534
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m548
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m562
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m576
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m590
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m604
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m618
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m632
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m646
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m660
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m674
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m688
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m702
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m716
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m730
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m744
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m757
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m772
,,Occ Sensor,BNI,#biotech/biotech_building_operations/hood_sash_positions_gnd_through_fourth_f/m786
